sequence,v115@JhA8HeB8FeA8AeF8AeB8JeZEJvhFCgB8lBGiBTjB3m?BlsB,v115@JhA8HeB8FeA8AeF8AeB8JeZEJvhFCgBThBliBcoBWr?B/sB,v115@JhA8HeB8FeA8AeF8AeB8JeZEJvhFCgBlhBGjBzlBXn?B8sB,v115@JhA8HeB8FeA8AeF8AeB8Jex/IvhF8lBSnBTjBOpB3m?BlsB,v115@JhA8HeB8FeA8AeF8AeB8JeZEJvhFCgBlhB3iBcoBzl?BGsB
SILZJTO,X,O,X,X,X
SILZJOT,X,O,X,X,X
SILZOTJ,X,X,X,X,X
SILZOJT,X,X,X,X,X
SILOTJZ,X,X,X,X,X
SILOTZJ,X,X,X,X,X
SILOJTZ,X,X,X,X,X
SILOJZT,X,X,X,X,X
SILOZTJ,X,X,X,X,X
SILOZJT,X,X,X,X,X
SIJTLZO,X,X,X,X,X
SIJTLOZ,X,X,X,X,X
SIJTZLO,X,X,X,X,X
SIJTZOL,X,X,X,X,X
SIJTOLZ,X,X,X,X,X
SIJTOZL,X,X,X,X,X
SIJLTZO,X,X,X,X,X
SIJLTOZ,X,X,X,X,X
SIJLZTO,X,O,X,X,X
SIJLZOT,X,O,X,X,X
SIJLOTZ,X,X,X,X,X
SIJLOZT,X,O,X,X,X
SIJZTLO,X,O,X,X,X
SIJZTOL,X,O,X,X,X
SIJZLTO,X,O,X,X,X
SIJZLOT,O,O,X,X,X
SIJZOTL,X,O,X,X,X
SIJZOLT,O,O,X,X,X
SIJOTLZ,X,X,X,X,X
SIJOTZL,X,X,X,X,X
SIJOLTZ,X,X,X,X,X
SIJOLZT,X,O,X,X,X
SIJOZTL,X,O,X,X,X
SIJOZLT,O,O,X,X,X
SIZTLJO,O,O,X,X,X
SIZTLOJ,O,X,X,X,X
SIZTJLO,O,O,X,X,X
SIZTJOL,O,O,X,X,X
SIZTOLJ,O,X,X,X,X
SIZTOJL,O,X,X,X,X
SIZLTJO,O,O,X,X,X
SIZLTOJ,O,X,X,X,X
SIZLJTO,X,O,X,X,X
SIZLJOT,O,O,X,X,X
SIZLOTJ,X,X,X,X,X
SIZLOJT,O,X,X,X,X
SIZJTLO,X,O,X,X,X
SIZJTOL,X,O,X,X,X
SIZJLTO,X,O,X,X,X
SIZJLOT,O,O,X,X,X
SIZJOTL,X,O,X,X,X
SIZJOLT,O,O,X,X,X
SIZOTLJ,X,X,X,X,X
SIZOTJL,X,X,X,X,X
SIZOLTJ,X,X,X,X,X
SIZOLJT,O,X,X,X,X
SIZOJTL,X,X,X,X,X
SIZOJLT,O,X,X,X,X
SIOTLJZ,X,X,X,X,X
SIOTLZJ,X,X,O,X,X
SIOTJLZ,X,X,X,X,X
SIOTJZL,X,X,X,X,X
SIOTZLJ,X,X,O,X,X
SIOTZJL,X,X,O,X,X
SIOLTJZ,X,X,X,X,X
SIOLTZJ,X,X,O,X,X
SIOLJTZ,X,X,X,X,X
SIOLJZT,X,X,X,X,X
SIOLZTJ,X,X,X,X,X
SIOLZJT,X,X,X,X,X
SIOJTLZ,X,X,X,X,X
SIOJTZL,X,X,X,X,X
SIOJLTZ,X,X,X,X,X
SIOJLZT,X,X,X,X,X
SIOJZTL,X,X,X,X,X
SIOJZLT,O,X,X,X,X
SIOZTLJ,X,X,X,X,X
SIOZTJL,X,X,X,X,X
SIOZLTJ,X,X,X,X,X
SIOZLJT,O,X,X,X,X
SIOZJTL,X,X,X,X,X
SIOZJLT,O,X,X,X,X
SLTIJZO,X,X,X,X,X
SLTIJOZ,X,X,X,X,X
SLTIZJO,X,X,O,X,X
SLTIZOJ,X,X,X,X,X
SLTIOJZ,X,X,X,X,X
SLTIOZJ,X,X,X,X,X
SLTJIZO,X,X,X,X,X
SLTJIOZ,X,X,X,X,X
SLTJZIO,X,X,X,X,X
SLTJZOI,X,X,X,X,X
SLTJOIZ,X,X,X,X,X
SLTJOZI,X,X,X,X,X
SLTZIJO,X,X,O,X,X
SLTZIOJ,X,X,X,X,X
SLTZJIO,X,X,O,X,X
SLTZJOI,X,X,X,X,X
SLTZOIJ,X,X,X,X,X
SLTZOJI,X,X,X,X,X
SLTOIJZ,X,X,X,X,X
SLTOIZJ,X,X,X,X,X
SLTOJIZ,X,X,X,X,X
SLTOJZI,X,X,X,X,X
SLTOZIJ,X,X,X,X,X
SLTOZJI,X,X,X,X,X
SLITJZO,X,X,X,X,X
SLITJOZ,X,X,X,X,X
SLITZJO,X,X,O,X,X
SLITZOJ,X,X,X,X,X
SLITOJZ,X,X,X,X,X
SLITOZJ,X,X,X,X,X
SLIJTZO,X,X,X,X,X
SLIJTOZ,X,X,X,X,X
SLIJZTO,X,O,X,X,X
SLIJZOT,X,O,X,X,X
SLIJOTZ,X,X,X,X,X
SLIJOZT,X,O,X,X,X
SLIZTJO,X,O,X,X,X
SLIZTOJ,X,X,X,X,X
SLIZJTO,X,O,X,X,X
SLIZJOT,X,O,X,X,X
SLIZOTJ,X,X,X,X,X
SLIZOJT,X,X,X,X,X
SLIOTJZ,X,X,X,X,X
SLIOTZJ,X,X,X,X,X
SLIOJTZ,X,X,X,X,X
SLIOJZT,X,X,X,X,X
SLIOZTJ,X,X,X,X,X
SLIOZJT,X,X,X,X,X
SLJTIZO,X,X,X,X,X
SLJTIOZ,X,X,X,X,X
SLJTZIO,X,X,X,X,X
SLJTZOI,X,X,X,X,X
SLJTOIZ,X,X,X,X,X
SLJTOZI,X,X,X,X,X
SLJITZO,X,X,X,X,X
SLJITOZ,X,X,X,X,X
SLJIZTO,X,O,X,X,X
SLJIZOT,X,O,X,X,X
SLJIOTZ,X,X,X,X,X
SLJIOZT,X,O,X,X,X
SLJZTIO,X,O,X,X,X
SLJZTOI,X,O,X,X,X
SLJZITO,X,O,X,X,X
SLJZIOT,X,O,X,X,X
SLJZOTI,X,O,X,X,X
SLJZOIT,X,O,X,X,X
SLJOTIZ,X,X,X,X,X
SLJOTZI,X,X,X,X,X
SLJOITZ,X,X,X,X,X
SLJOIZT,X,O,X,X,X
SLJOZTI,X,O,X,X,X
SLJOZIT,X,O,X,X,X
SLZTIJO,X,O,X,X,X
SLZTIOJ,X,X,X,X,X
SLZTJIO,X,O,X,X,X
SLZTJOI,X,O,X,X,X
SLZTOIJ,X,X,X,X,X
SLZTOJI,X,X,X,X,X
SLZITJO,X,O,X,X,X
SLZITOJ,X,X,X,X,X
SLZIJTO,X,O,X,X,X
SLZIJOT,X,O,X,X,X
SLZIOTJ,X,X,X,X,X
SLZIOJT,X,X,X,X,X
SLZJTIO,X,O,X,X,X
SLZJTOI,X,O,X,X,X
SLZJITO,X,O,X,X,X
SLZJIOT,X,O,X,X,X
SLZJOTI,X,O,X,X,X
SLZJOIT,X,O,X,X,X
SLZOTIJ,X,X,X,X,X
SLZOTJI,X,X,X,X,X
SLZOITJ,X,X,X,X,X
SLZOIJT,X,X,X,X,X
SLZOJTI,X,X,X,X,X
SLZOJIT,X,X,X,X,X
SLOTIJZ,X,X,X,X,X
SLOTIZJ,X,X,X,X,X
SLOTJIZ,X,X,X,X,X
SLOTJZI,X,X,X,X,X
SLOTZIJ,X,X,X,X,X
SLOTZJI,X,X,X,X,X
SLOITJZ,X,X,X,X,X
SLOITZJ,X,X,X,X,X
SLOIJTZ,X,X,X,X,X
SLOIJZT,X,X,X,X,X
SLOIZTJ,X,X,X,X,X
SLOIZJT,X,X,X,X,X
SLOJTIZ,X,X,X,X,X
SLOJTZI,X,X,X,X,X
SLOJITZ,X,X,X,X,X
SLOJIZT,X,X,X,X,X
SLOJZTI,X,X,X,X,X
SLOJZIT,X,X,X,X,X
SLOZTIJ,X,X,X,X,X
SLOZTJI,X,X,X,X,X
SLOZITJ,X,X,X,X,X
SLOZIJT,X,X,X,X,X
SLOZJTI,X,X,X,X,X
SLOZJIT,X,X,X,X,X
SJTILZO,X,X,X,X,X
SJTILOZ,X,X,X,X,X
SJTIZLO,X,X,X,X,X
SJTIZOL,X,X,X,X,X
SJTIOLZ,X,X,X,X,X
SJTIOZL,X,X,X,X,X
SJTLIZO,X,X,X,X,X
SJTLIOZ,X,X,X,X,X
SJTLZIO,X,X,X,X,X
SJTLZOI,X,X,X,X,X
SJTLOIZ,X,X,X,X,X
SJTLOZI,X,X,X,X,X
SJTZILO,X,X,X,X,X
SJTZIOL,X,X,X,X,X
SJTZLIO,X,X,X,X,X
SJTZLOI,X,X,X,X,X
SJTZOIL,X,X,X,X,X
SJTZOLI,X,X,X,X,X
SJTOILZ,X,X,X,X,X
SJTOIZL,X,X,X,X,X
SJTOLIZ,X,X,X,X,X
SJTOLZI,X,X,X,X,X
SJTOZIL,X,X,X,X,X
SJTOZLI,X,X,X,X,X
SJITLZO,X,X,X,X,X
SJITLOZ,X,X,X,X,X
SJITZLO,X,X,X,X,X
SJITZOL,X,X,X,X,X
SJITOLZ,X,X,X,X,X
SJITOZL,X,X,X,X,X
SJILTZO,X,X,X,X,X
SJILTOZ,X,X,X,X,X
SJILZTO,X,O,X,X,X
SJILZOT,X,O,X,X,X
SJILOTZ,X,X,X,X,X
SJILOZT,X,O,X,X,X
SJIZTLO,X,O,X,X,X
SJIZTOL,X,O,X,X,X
SJIZLTO,X,O,X,X,X
SJIZLOT,O,O,X,X,X
SJIZOTL,X,O,X,X,X
SJIZOLT,O,O,X,X,X
SJIOTLZ,X,X,X,X,X
SJIOTZL,X,X,X,X,X
SJIOLTZ,X,X,X,X,X
SJIOLZT,X,O,X,X,X
SJIOZTL,X,O,X,X,X
SJIOZLT,O,O,X,X,X
SJLTIZO,X,X,X,X,X
SJLTIOZ,X,X,X,X,X
SJLTZIO,X,X,X,X,X
SJLTZOI,X,X,X,X,X
SJLTOIZ,X,X,X,X,X
SJLTOZI,X,X,X,X,X
SJLITZO,X,X,X,X,X
SJLITOZ,X,X,X,X,X
SJLIZTO,X,O,X,X,X
SJLIZOT,X,O,X,X,X
SJLIOTZ,X,X,X,X,X
SJLIOZT,X,O,X,X,X
SJLZTIO,X,O,X,X,X
SJLZTOI,X,O,X,X,X
SJLZITO,X,O,X,X,X
SJLZIOT,X,O,X,X,X
SJLZOTI,X,O,X,X,X
SJLZOIT,X,O,X,X,X
SJLOTIZ,X,X,X,X,X
SJLOTZI,X,X,X,X,X
SJLOITZ,X,X,X,X,X
SJLOIZT,X,O,X,X,X
SJLOZTI,X,O,X,X,X
SJLOZIT,X,O,X,X,X
SJZTILO,X,O,X,X,X
SJZTIOL,X,O,X,X,X
SJZTLIO,X,O,X,X,X
SJZTLOI,X,O,X,X,X
SJZTOIL,X,O,X,X,X
SJZTOLI,X,O,X,X,X
SJZITLO,X,O,X,X,X
SJZITOL,X,O,X,X,X
SJZILTO,X,O,X,X,X
SJZILOT,O,O,X,X,X
SJZIOTL,X,O,X,X,X
SJZIOLT,O,O,X,X,X
SJZLTIO,X,O,X,X,X
SJZLTOI,X,O,X,X,X
SJZLITO,X,O,X,X,X
SJZLIOT,O,O,X,X,X
SJZLOTI,X,O,X,X,X
SJZLOIT,O,O,X,X,X
SJZOTIL,X,O,X,X,X
SJZOTLI,X,O,X,X,X
SJZOITL,X,O,X,X,X
SJZOILT,O,O,X,X,X
SJZOLTI,X,O,X,X,X
SJZOLIT,O,O,X,X,X
SJOTILZ,X,X,X,X,X
SJOTIZL,X,X,X,X,X
SJOTLIZ,X,X,X,X,X
SJOTLZI,X,X,X,X,X
SJOTZIL,X,X,X,X,X
SJOTZLI,X,X,X,X,X
SJOITLZ,X,X,X,X,X
SJOITZL,X,X,X,X,X
SJOILTZ,X,X,X,X,X
SJOILZT,X,O,X,X,X
SJOIZTL,X,O,X,X,X
SJOIZLT,O,O,X,X,X
SJOLTIZ,X,X,X,X,X
SJOLTZI,X,X,X,X,X
SJOLITZ,X,X,X,X,X
SJOLIZT,X,O,X,X,X
SJOLZTI,X,O,X,X,X
SJOLZIT,X,O,X,X,X
SJOZTIL,X,O,X,X,X
SJOZTLI,X,O,X,X,X
SJOZITL,X,O,X,X,X
SJOZILT,O,O,X,X,X
SJOZLTI,X,O,X,X,X
SJOZLIT,O,O,X,X,X
SZTILJO,O,O,X,X,X
SZTILOJ,O,X,X,X,X
SZTIJLO,O,O,X,X,X
SZTIJOL,O,O,X,X,X
SZTIOLJ,O,X,X,X,X
SZTIOJL,O,X,X,X,X
SZTLIJO,O,O,X,X,X
SZTLIOJ,O,X,X,X,X
SZTLJIO,O,O,X,X,X
SZTLJOI,O,O,X,X,X
SZTLOIJ,O,X,X,X,X
SZTLOJI,O,X,X,X,X
SZTJILO,O,O,X,X,X
SZTJIOL,O,O,X,X,X
SZTJLIO,O,O,X,X,X
SZTJLOI,O,O,X,X,X
SZTJOIL,O,O,X,X,X
SZTJOLI,O,O,X,X,X
SZTOILJ,O,X,X,X,X
SZTOIJL,O,X,X,X,X
SZTOLIJ,O,X,X,X,X
SZTOLJI,O,X,X,X,X
SZTOJIL,O,X,X,X,X
SZTOJLI,O,X,X,X,X
SZITLJO,O,O,X,X,X
SZITLOJ,O,X,X,X,X
SZITJLO,O,O,X,X,X
SZITJOL,O,O,X,X,X
SZITOLJ,O,X,X,X,X
SZITOJL,O,X,X,X,X
SZILTJO,O,O,X,X,X
SZILTOJ,O,X,X,X,X
SZILJTO,X,O,X,X,X
SZILJOT,O,O,X,X,X
SZILOTJ,X,X,X,X,X
SZILOJT,O,X,X,X,X
SZIJTLO,X,O,X,X,X
SZIJTOL,X,O,X,X,X
SZIJLTO,X,O,X,X,X
SZIJLOT,O,O,X,X,X
SZIJOTL,X,O,X,X,X
SZIJOLT,O,O,X,X,X
SZIOTLJ,X,X,X,X,X
SZIOTJL,X,X,X,X,X
SZIOLTJ,X,X,X,X,X
SZIOLJT,O,X,X,X,X
SZIOJTL,X,X,X,X,X
SZIOJLT,O,X,X,X,X
SZLTIJO,O,O,X,X,X
SZLTIOJ,O,X,X,X,X
SZLTJIO,O,O,X,X,X
SZLTJOI,O,O,X,X,X
SZLTOIJ,O,X,X,X,X
SZLTOJI,O,X,X,X,X
SZLITJO,O,O,X,X,X
SZLITOJ,O,X,X,X,X
SZLIJTO,X,O,X,X,X
SZLIJOT,O,O,X,X,X
SZLIOTJ,X,X,X,X,X
SZLIOJT,O,X,X,X,X
SZLJTIO,X,O,X,X,X
SZLJTOI,X,O,X,X,X
SZLJITO,X,O,X,X,X
SZLJIOT,O,O,X,X,X
SZLJOTI,X,O,X,X,X
SZLJOIT,O,O,X,X,X
SZLOTIJ,X,X,X,X,X
SZLOTJI,X,X,X,X,X
SZLOITJ,X,X,X,X,X
SZLOIJT,O,X,X,X,X
SZLOJTI,X,X,X,X,X
SZLOJIT,O,X,X,X,X
SZJTILO,X,O,X,X,X
SZJTIOL,X,O,X,X,X
SZJTLIO,X,O,X,X,X
SZJTLOI,X,O,X,X,X
SZJTOIL,X,O,X,X,X
SZJTOLI,X,O,X,X,X
SZJITLO,X,O,X,X,X
SZJITOL,X,O,X,X,X
SZJILTO,X,O,X,X,X
SZJILOT,O,O,X,X,X
SZJIOTL,X,O,X,X,X
SZJIOLT,O,O,X,X,X
SZJLTIO,X,O,X,X,X
SZJLTOI,X,O,X,X,X
SZJLITO,X,O,X,X,X
SZJLIOT,O,O,X,X,X
SZJLOTI,X,O,X,X,X
SZJLOIT,O,O,X,X,X
SZJOTIL,X,O,X,X,X
SZJOTLI,X,O,X,X,X
SZJOITL,X,O,X,X,X
SZJOILT,O,O,X,X,X
SZJOLTI,X,O,X,X,X
SZJOLIT,O,O,X,X,X
SZOTILJ,X,X,X,X,X
SZOTIJL,X,X,X,X,X
SZOTLIJ,X,X,X,X,X
SZOTLJI,X,X,X,X,X
SZOTJIL,X,X,X,X,X
SZOTJLI,X,X,X,X,X
SZOITLJ,X,X,X,X,X
SZOITJL,X,X,X,X,X
SZOILTJ,X,X,X,X,X
SZOILJT,O,X,X,X,X
SZOIJTL,X,X,X,X,X
SZOIJLT,O,X,X,X,X
SZOLTIJ,X,X,X,X,X
SZOLTJI,X,X,X,X,X
SZOLITJ,X,X,X,X,X
SZOLIJT,O,X,X,X,X
SZOLJTI,X,X,X,X,X
SZOLJIT,O,X,X,X,X
SZOJTIL,X,X,X,X,X
SZOJTLI,X,X,X,X,X
SZOJITL,X,X,X,X,X
SZOJILT,O,X,X,X,X
SZOJLTI,X,X,X,X,X
SZOJLIT,O,X,X,X,X
SOTILJZ,X,X,X,X,X
SOTILZJ,X,X,O,X,X
SOTIJLZ,X,X,X,X,X
SOTIJZL,X,X,X,X,X
SOTIZLJ,X,X,O,X,X
SOTIZJL,X,X,O,X,X
SOTLIJZ,X,X,X,X,X
SOTLIZJ,X,X,O,X,X
SOTLJIZ,X,X,X,X,X
SOTLJZI,X,X,X,X,X
SOTLZIJ,X,X,O,X,X
SOTLZJI,X,X,O,X,X
SOTJILZ,X,X,X,X,X
SOTJIZL,X,X,X,X,X
SOTJLIZ,X,X,X,X,X
SOTJLZI,X,X,X,X,X
SOTJZIL,X,X,X,X,X
SOTJZLI,X,X,X,X,X
SOTZILJ,X,X,O,X,X
SOTZIJL,X,X,O,X,X
SOTZLIJ,X,X,O,X,X
SOTZLJI,X,X,O,X,X
SOTZJIL,X,X,O,X,X
SOTZJLI,X,X,O,X,X
SOITLJZ,X,X,X,X,X
SOITLZJ,X,X,O,X,X
SOITJLZ,X,X,X,X,X
SOITJZL,X,X,X,X,X
SOITZLJ,X,X,O,X,X
SOITZJL,X,X,O,X,X
SOILTJZ,X,X,X,X,X
SOILTZJ,X,X,O,X,X
SOILJTZ,X,X,X,X,X
SOILJZT,X,X,X,X,X
SOILZTJ,X,X,X,X,X
SOILZJT,X,X,X,X,X
SOIJTLZ,X,X,X,X,X
SOIJTZL,X,X,X,X,X
SOIJLTZ,X,X,X,X,X
SOIJLZT,X,X,X,X,X
SOIJZTL,X,X,X,X,X
SOIJZLT,O,X,X,X,X
SOIZTLJ,X,X,X,X,X
SOIZTJL,X,X,X,X,X
SOIZLTJ,X,X,X,X,X
SOIZLJT,O,X,X,X,X
SOIZJTL,X,X,X,X,X
SOIZJLT,O,X,X,X,X
SOLTIJZ,X,X,X,X,X
SOLTIZJ,X,X,O,X,X
SOLTJIZ,X,X,X,X,X
SOLTJZI,X,X,X,X,X
SOLTZIJ,X,X,O,X,X
SOLTZJI,X,X,O,X,X
SOLITJZ,X,X,X,X,X
SOLITZJ,X,X,O,X,X
SOLIJTZ,X,X,X,X,X
SOLIJZT,X,X,X,X,X
SOLIZTJ,X,X,X,X,X
SOLIZJT,X,X,X,X,X
SOLJTIZ,X,X,X,X,X
SOLJTZI,X,X,X,X,X
SOLJITZ,X,X,X,X,X
SOLJIZT,X,X,X,X,X
SOLJZTI,X,X,X,X,X
SOLJZIT,X,X,X,X,X
SOLZTIJ,X,X,X,X,X
SOLZTJI,X,X,X,X,X
SOLZITJ,X,X,X,X,X
SOLZIJT,X,X,X,X,X
SOLZJTI,X,X,X,X,X
SOLZJIT,X,X,X,X,X
SOJTILZ,X,X,X,X,X
SOJTIZL,X,X,X,X,X
SOJTLIZ,X,X,X,X,X
SOJTLZI,X,X,X,X,X
SOJTZIL,X,X,X,X,X
SOJTZLI,X,X,X,X,X
SOJITLZ,X,X,X,X,X
SOJITZL,X,X,X,X,X
SOJILTZ,X,X,X,X,X
SOJILZT,X,X,X,X,X
SOJIZTL,X,X,X,X,X
SOJIZLT,O,X,X,X,X
SOJLTIZ,X,X,X,X,X
SOJLTZI,X,X,X,X,X
SOJLITZ,X,X,X,X,X
SOJLIZT,X,X,X,X,X
SOJLZTI,X,X,X,X,X
SOJLZIT,X,X,X,X,X
SOJZTIL,X,X,X,X,X
SOJZTLI,X,X,X,X,X
SOJZITL,X,X,X,X,X
SOJZILT,O,X,X,X,X
SOJZLTI,X,X,X,X,X
SOJZLIT,O,X,X,X,X
SOZTILJ,X,X,X,X,X
SOZTIJL,X,X,X,X,X
SOZTLIJ,X,X,X,X,X
SOZTLJI,X,X,X,X,X
SOZTJIL,X,X,X,X,X
SOZTJLI,X,X,X,X,X
SOZITLJ,X,X,X,X,X
SOZITJL,X,X,X,X,X
SOZILTJ,X,X,X,X,X
SOZILJT,O,X,X,X,X
SOZIJTL,X,X,X,X,X
SOZIJLT,O,X,X,X,X
SOZLTIJ,X,X,X,X,X
SOZLTJI,X,X,X,X,X
SOZLITJ,X,X,X,X,X
SOZLIJT,O,X,X,X,X
SOZLJTI,X,X,X,X,X
SOZLJIT,O,X,X,X,X
SOZJTIL,X,X,X,X,X
SOZJTLI,X,X,X,X,X
SOZJITL,X,X,X,X,X
SOZJILT,O,X,X,X,X
SOZJLTI,X,X,X,X,X
SOZJLIT,O,X,X,X,X
ZTILJSO,X,X,X,X,X
ZTILJOS,O,X,X,X,X
ZTILSJO,X,X,X,X,X
ZTILSOJ,X,X,X,X,X
ZTILOJS,O,X,X,X,X
ZTILOSJ,X,X,X,X,X
ZTIJLSO,X,X,X,X,X
ZTIJLOS,O,X,X,X,X
ZTIJSLO,X,X,X,X,X
ZTIJSOL,X,X,X,X,X
ZTIJOLS,O,X,X,X,X
ZTIJOSL,X,X,X,X,X
ZTISLJO,X,X,X,X,X
ZTISLOJ,X,X,X,X,X
ZTISJLO,X,X,X,X,X
ZTISJOL,X,X,X,X,X
ZTISOLJ,X,X,X,X,X
ZTISOJL,X,X,X,X,X
ZTIOLJS,O,X,X,X,X
ZTIOLSJ,X,X,X,X,X
ZTIOJLS,O,X,X,X,X
ZTIOJSL,X,X,X,X,X
ZTIOSLJ,X,X,X,X,X
ZTIOSJL,X,X,X,X,X
ZTLIJSO,X,X,X,X,X
ZTLIJOS,O,X,X,X,X
ZTLISJO,X,X,X,X,X
ZTLISOJ,X,X,X,X,X
ZTLIOJS,O,X,X,X,X
ZTLIOSJ,X,X,X,X,X
ZTLJISO,X,X,X,X,X
ZTLJIOS,O,X,X,O,X
ZTLJSIO,X,X,X,X,X
ZTLJSOI,X,X,X,X,X
ZTLJOIS,O,X,X,O,X
ZTLJOSI,X,X,X,O,X
ZTLSIJO,X,X,X,X,X
ZTLSIOJ,X,X,X,X,X
ZTLSJIO,X,X,X,X,X
ZTLSJOI,X,X,X,X,X
ZTLSOIJ,X,X,X,X,X
ZTLSOJI,X,X,X,X,X
ZTLOIJS,O,X,X,X,X
ZTLOISJ,X,X,X,X,X
ZTLOJIS,O,X,X,O,X
ZTLOJSI,X,X,X,O,X
ZTLOSIJ,X,X,X,X,X
ZTLOSJI,X,X,X,X,X
ZTJILSO,X,X,X,X,X
ZTJILOS,O,X,X,O,X
ZTJISLO,X,X,X,X,X
ZTJISOL,X,X,X,X,X
ZTJIOLS,O,X,X,O,X
ZTJIOSL,X,X,X,X,X
ZTJLISO,X,X,X,X,X
ZTJLIOS,O,X,X,O,X
ZTJLSIO,X,X,X,X,X
ZTJLSOI,X,X,X,X,X
ZTJLOIS,O,X,X,O,X
ZTJLOSI,X,X,X,O,X
ZTJSILO,X,X,X,X,X
ZTJSIOL,X,X,X,X,X
ZTJSLIO,X,X,X,X,X
ZTJSLOI,X,X,X,X,X
ZTJSOIL,X,X,X,X,X
ZTJSOLI,X,X,X,X,X
ZTJOILS,O,X,X,O,X
ZTJOISL,X,X,X,X,X
ZTJOLIS,O,X,X,O,X
ZTJOLSI,X,X,X,O,X
ZTJOSIL,X,X,X,X,X
ZTJOSLI,X,X,X,X,X
ZTSILJO,X,X,X,X,X
ZTSILOJ,X,X,X,X,X
ZTSIJLO,X,X,X,X,X
ZTSIJOL,X,X,X,X,X
ZTSIOLJ,X,X,X,X,X
ZTSIOJL,X,X,X,X,X
ZTSLIJO,X,X,X,X,X
ZTSLIOJ,X,X,X,X,X
ZTSLJIO,X,X,X,X,X
ZTSLJOI,X,X,X,X,X
ZTSLOIJ,X,X,X,X,X
ZTSLOJI,X,X,X,X,X
ZTSJILO,X,X,X,X,X
ZTSJIOL,X,X,X,X,X
ZTSJLIO,X,X,X,X,X
ZTSJLOI,X,X,X,X,X
ZTSJOIL,X,X,X,X,X
ZTSJOLI,X,X,X,X,X
ZTSOILJ,X,X,X,X,X
ZTSOIJL,X,X,X,X,X
ZTSOLIJ,X,X,X,X,X
ZTSOLJI,X,X,X,X,X
ZTSOJIL,X,X,X,X,X
ZTSOJLI,X,X,X,X,X
ZTOILJS,O,X,X,X,X
ZTOILSJ,X,X,X,X,X
ZTOIJLS,O,X,X,X,X
ZTOIJSL,X,X,X,X,X
ZTOISLJ,X,X,X,X,X
ZTOISJL,X,X,X,X,X
ZTOLIJS,O,X,X,X,X
ZTOLISJ,X,X,X,X,X
ZTOLJIS,O,X,X,O,X
ZTOLJSI,X,X,X,O,X
ZTOLSIJ,X,X,X,X,X
ZTOLSJI,X,X,X,X,X
ZTOJILS,O,X,X,O,X
ZTOJISL,X,X,X,X,X
ZTOJLIS,O,X,X,O,X
ZTOJLSI,X,X,X,O,X
ZTOJSIL,X,X,X,X,X
ZTOJSLI,X,X,X,X,X
ZTOSILJ,X,X,X,X,X
ZTOSIJL,X,X,X,X,X
ZTOSLIJ,X,X,X,X,X
ZTOSLJI,X,X,X,X,X
ZTOSJIL,X,X,X,X,X
ZTOSJLI,X,X,X,X,X
ZITLJSO,X,X,X,X,X
ZITLJOS,O,X,X,X,X
ZITLSJO,X,X,X,X,X
ZITLSOJ,X,X,X,X,X
ZITLOJS,O,X,X,X,X
ZITLOSJ,X,X,X,X,X
ZITJLSO,X,X,X,X,X
ZITJLOS,O,X,X,X,X
ZITJSLO,X,X,X,X,X
ZITJSOL,X,X,X,X,X
ZITJOLS,O,X,X,X,X
ZITJOSL,X,X,X,X,X
ZITSLJO,X,X,X,X,X
ZITSLOJ,X,X,X,X,X
ZITSJLO,X,X,X,X,X
ZITSJOL,X,X,X,X,X
ZITSOLJ,X,X,X,X,X
ZITSOJL,X,X,X,X,X
ZITOLJS,O,X,X,X,X
ZITOLSJ,X,X,X,X,X
ZITOJLS,O,X,X,X,X
ZITOJSL,X,X,X,X,X
ZITOSLJ,X,X,X,X,X
ZITOSJL,X,X,X,X,X
ZILTJSO,X,X,X,X,X
ZILTJOS,O,X,X,X,X
ZILTSJO,X,X,X,X,X
ZILTSOJ,X,X,X,X,X
ZILTOJS,O,X,X,X,X
ZILTOSJ,X,X,X,X,X
ZILJTSO,X,X,X,X,O
ZILJTOS,X,X,X,X,X
ZILJSTO,X,O,O,X,O
ZILJSOT,X,O,X,X,X
ZILJOTS,X,X,O,X,X
ZILJOST,X,O,O,X,X
ZILSTJO,O,O,O,X,O
ZILSTOJ,O,X,X,X,O
ZILSJTO,X,O,O,X,O
ZILSJOT,O,O,X,X,X
ZILSOTJ,X,X,X,X,O
ZILSOJT,O,X,X,X,O
ZILOTJS,O,X,O,X,O
ZILOTSJ,X,X,X,X,O
ZILOJTS,X,X,O,X,O
ZILOJST,X,X,O,X,O
ZILOSTJ,X,X,O,X,O
ZILOSJT,O,X,O,X,O
ZIJTLSO,X,X,X,X,O
ZIJTLOS,X,X,X,X,X
ZIJTSLO,X,X,X,X,O
ZIJTSOL,X,X,X,X,X
ZIJTOLS,X,X,X,X,X
ZIJTOSL,X,X,X,X,X
ZIJLTSO,X,X,X,X,O
ZIJLTOS,X,X,X,X,X
ZIJLSTO,X,O,O,X,O
ZIJLSOT,X,O,X,X,X
ZIJLOTS,X,X,O,X,X
ZIJLOST,X,O,O,X,X
ZIJSTLO,X,O,O,X,O
ZIJSTOL,X,O,X,X,X
ZIJSLTO,X,O,O,X,O
ZIJSLOT,X,O,X,X,X
ZIJSOTL,X,O,O,X,O
ZIJSOLT,X,O,O,X,O
ZIJOTLS,X,X,O,X,O
ZIJOTSL,X,X,X,X,O
ZIJOLTS,X,X,O,X,O
ZIJOLST,X,O,O,X,O
ZIJOSTL,X,O,O,X,O
