sequence,v115@FhB8HeB8IeD8AeB8BeB8JeOEJvhFxgBTiBClB0mBlq?B3sB,v115@FhB8HeB8IeD8AeB8BeB8JeKEJvhFWlBxgBTiB0mBlq?B3sB,v115@FhB8HeB8IeD8AeB8BeB8Jei/IvhFzgBGiB3kBlqBRs?BUsB,v115@FhB8HeB8IeD8AeB8BeB8JeKEJvhFzfBRhBcnBGmBlq?B3sB,v115@FhB8HeB8IeD8AeB8BeB8Jex/IvhFmhBqnBTkB/qBFm?BUsB,v115@FhB8HeB8IeD8AeB8BeB8JeOEJvhF0gBxhBzkBFnBCr?B3sB,v115@FhB8HeB8IeD8AeB8BeB8JeOEJvhF8kBzgBlqBRsBfs?B6sB,v115@FhB8HeB8IeD8AeB8BeB8JexAJvhFTiBikBuqB1rB0k?B3sB,v115@FhB8HeB8IeD8AeB8BeB8Jei/IvhF3gBWnB1pB8qBRs?BTsB,v115@FhB8HeB8IeD8AeB8BeB8Jel/IvhF3gBCiB2pB8qBRs?BTsB
JIOTZSL,X,X,O,X,X,X,X,X,O,O
JIOLTSZ,X,X,X,X,X,O,X,O,X,X
JIOLTZS,X,X,X,X,X,O,X,O,X,O
JIOLSTZ,X,X,X,X,X,O,X,X,X,X
JIOLSZT,X,X,X,X,X,O,X,X,X,X
JIOLZTS,X,X,X,X,X,O,X,X,X,O
JIOLZST,X,X,X,X,X,O,X,X,X,O
JIOSTLZ,X,X,O,X,X,O,X,X,X,X
JIOSTZL,X,X,O,X,X,O,X,X,X,X
JIOSLTZ,X,X,O,X,X,O,X,X,X,X
JIOSLZT,X,X,X,X,X,O,X,X,X,X
JIOSZTL,X,X,X,X,X,O,X,X,X,X
JIOSZLT,X,X,X,X,X,O,X,X,X,X
JIOZTLS,X,X,X,X,X,O,O,X,O,O
JIOZTSL,X,X,X,X,X,O,O,X,O,O
JIOZLTS,X,X,X,X,X,O,X,X,X,O
JIOZLST,X,X,X,X,X,O,X,X,X,O
JIOZSTL,X,X,X,X,X,O,X,X,O,O
JIOZSLT,X,X,X,X,X,O,X,X,X,O
JLTISZO,O,O,X,O,O,O,X,O,X,O
JLTISOZ,O,O,X,O,O,X,X,O,X,X
JLTIZSO,O,O,X,X,X,O,X,O,X,O
JLTIZOS,O,O,X,X,X,O,X,O,X,O
JLTIOSZ,O,O,X,O,O,O,X,O,X,X
JLTIOZS,O,O,X,X,X,O,X,O,X,O
JLTSIZO,O,O,X,O,O,O,X,O,X,X
JLTSIOZ,O,O,X,O,O,O,X,O,X,X
JLTSZIO,O,O,X,O,O,O,X,O,X,X
JLTSZOI,O,O,X,O,O,O,X,O,X,X
JLTSOIZ,O,O,X,O,O,O,X,O,X,X
JLTSOZI,O,O,X,O,O,O,X,O,X,X
JLTZISO,O,O,X,X,X,O,X,O,X,O
JLTZIOS,O,O,X,X,X,O,X,O,X,O
JLTZSIO,O,O,X,O,O,O,X,O,X,O
JLTZSOI,O,O,X,O,O,O,X,O,X,X
JLTZOIS,O,O,X,X,X,O,X,O,X,X
JLTZOSI,O,O,X,O,O,O,X,O,X,X
JLTOISZ,O,O,X,O,O,O,X,O,X,X
JLTOIZS,O,O,X,X,X,O,X,O,X,X
JLTOSIZ,O,O,X,O,O,O,X,O,X,X
JLTOSZI,O,O,X,O,O,O,X,O,X,X
JLTOZIS,O,O,X,X,X,O,X,O,X,X
JLTOZSI,O,O,X,O,O,O,X,O,X,X
JLITSZO,O,O,X,X,X,O,X,O,X,O
JLITSOZ,O,O,X,X,X,X,X,O,X,X
JLITZSO,O,O,X,X,X,O,X,O,X,O
JLITZOS,O,O,X,X,X,O,X,O,X,O
JLITOSZ,X,X,X,X,X,X,X,O,X,X
JLITOZS,X,X,X,X,X,O,X,O,X,O
JLISTZO,O,O,X,X,X,O,X,O,X,O
JLISTOZ,O,O,X,X,X,O,X,O,X,X
JLISZTO,O,O,X,O,X,O,X,X,X,O
JLISZOT,O,O,X,O,X,O,X,X,X,O
JLISOTZ,O,O,X,X,X,X,X,X,X,X
JLISOZT,O,O,X,O,X,X,X,X,X,X
JLIZTSO,O,O,X,X,X,O,O,O,X,O
JLIZTOS,O,O,X,X,X,O,O,O,X,O
JLIZSTO,O,O,X,X,X,O,X,X,X,O
JLIZSOT,O,O,X,X,X,O,X,X,X,O
JLIZOTS,O,O,X,X,X,O,X,X,X,O
JLIZOST,O,O,X,X,X,O,X,X,X,O
JLIOTSZ,X,X,X,X,X,X,X,O,X,X
JLIOTZS,X,X,X,X,X,X,X,O,X,O
JLIOSTZ,O,O,X,X,X,X,X,X,X,X
JLIOSZT,O,O,X,O,X,X,X,X,X,X
JLIOZTS,O,O,X,X,X,X,X,X,X,O
JLIOZST,O,O,X,X,X,X,X,X,X,O
JLSTIZO,O,O,X,O,O,O,X,O,X,X
JLSTIOZ,O,O,X,O,O,O,X,O,X,X
JLSTZIO,O,O,X,O,O,O,X,O,X,X
JLSTZOI,O,O,X,O,O,O,X,O,X,X
JLSTOIZ,O,O,X,O,O,O,X,O,X,X
JLSTOZI,O,O,X,O,O,O,X,O,X,X
JLSITZO,O,O,X,X,O,O,X,O,X,X
JLSITOZ,O,O,X,X,O,O,X,O,X,X
JLSIZTO,O,O,X,O,X,O,X,X,X,X
JLSIZOT,O,O,X,O,X,O,X,X,X,X
JLSIOTZ,O,O,X,X,X,X,X,X,X,X
JLSIOZT,O,O,X,O,X,X,X,X,X,X
JLSZTIO,O,O,X,O,X,O,X,X,X,X
JLSZTOI,O,O,X,O,X,O,X,X,X,X
JLSZITO,O,O,X,O,X,O,X,X,X,X
JLSZIOT,O,O,X,O,X,O,X,X,X,X
JLSZOTI,O,O,X,O,X,O,X,X,X,X
JLSZOIT,O,O,X,O,X,O,X,X,X,X
JLSOTIZ,O,O,X,O,O,O,X,O,X,X
JLSOTZI,O,O,X,O,O,O,X,O,X,X
JLSOITZ,O,O,X,X,O,O,X,X,X,X
JLSOIZT,O,O,X,O,X,O,X,X,X,X
JLSOZTI,O,O,X,O,X,O,X,X,X,X
JLSOZIT,O,O,X,O,X,O,X,X,X,X
JLZTISO,O,O,X,X,X,O,O,O,X,O
JLZTIOS,O,O,X,X,X,O,O,O,X,O
JLZTSIO,O,O,X,X,X,O,X,O,X,O
JLZTSOI,O,O,X,X,X,O,X,O,X,X
JLZTOIS,O,O,X,X,X,O,O,O,X,X
JLZTOSI,O,O,X,X,X,O,X,O,X,X
JLZITSO,O,O,X,X,X,O,O,O,X,O
JLZITOS,O,O,X,X,X,O,O,O,X,O
JLZISTO,O,O,X,X,X,O,X,X,X,O
JLZISOT,O,O,X,X,X,O,X,X,X,O
JLZIOTS,O,O,X,X,X,O,X,X,X,O
JLZIOST,O,O,X,X,X,O,X,X,X,O
JLZSTIO,O,O,X,O,X,O,X,X,X,O
JLZSTOI,O,O,X,O,X,O,X,X,X,X
JLZSITO,O,O,X,O,X,O,X,X,X,O
JLZSIOT,O,O,X,O,X,O,X,X,X,O
JLZSOTI,O,O,X,O,X,O,X,X,X,X
JLZSOIT,O,O,X,O,X,O,X,X,X,X
JLZOTIS,O,O,X,X,X,O,X,X,X,X
JLZOTSI,O,O,X,X,X,O,X,X,X,X
JLZOITS,O,O,X,X,X,O,X,X,X,X
JLZOIST,O,O,X,X,X,O,X,X,X,X
JLZOSTI,O,O,X,O,X,O,X,X,X,X
JLZOSIT,O,O,X,O,X,O,X,X,X,X
JLOTISZ,X,X,X,O,O,O,X,O,X,X
JLOTIZS,X,X,X,X,X,O,X,O,X,X
JLOTSIZ,X,X,X,O,O,O,X,O,X,X
JLOTSZI,X,X,X,O,O,O,X,O,X,X
JLOTZIS,X,X,X,X,X,O,X,O,X,X
JLOTZSI,X,X,X,O,O,O,X,O,X,X
JLOITSZ,X,X,X,X,X,O,X,O,X,X
JLOITZS,X,X,X,X,X,O,X,O,X,X
JLOISTZ,O,O,X,X,O,O,X,X,X,X
JLOISZT,O,O,X,O,X,O,X,X,X,X
JLOIZTS,O,O,X,X,X,O,X,X,X,X
JLOIZST,O,O,X,X,X,O,X,X,X,X
JLOSTIZ,O,O,X,O,O,O,X,X,X,X
JLOSTZI,O,O,X,O,O,O,X,X,X,X
JLOSITZ,O,O,X,X,O,O,X,X,X,X
JLOSIZT,O,O,X,O,X,O,X,X,X,X
JLOSZTI,O,O,X,O,X,O,X,X,X,X
JLOSZIT,O,O,X,O,X,O,X,X,X,X
JLOZTIS,O,O,X,X,X,O,X,X,X,X
JLOZTSI,O,O,X,X,X,O,X,X,X,X
JLOZITS,O,O,X,X,X,O,X,X,X,X
JLOZIST,O,O,X,X,X,O,X,X,X,X
JLOZSTI,O,O,X,O,X,O,X,X,X,X
JLOZSIT,O,O,X,O,X,O,X,X,X,X
JSTILZO,O,X,O,O,O,X,X,O,X,O
JSTILOZ,O,X,O,O,O,O,X,O,X,X
JSTIZLO,O,X,O,O,O,X,X,O,X,O
JSTIZOL,O,X,O,O,X,O,X,O,X,O
JSTIOLZ,O,X,O,X,X,O,X,O,X,X
JSTIOZL,X,X,O,X,X,O,X,O,X,X
JSTLIZO,O,O,O,O,O,O,X,O,X,X
JSTLIOZ,O,O,O,O,O,O,X,O,X,X
JSTLZIO,O,O,X,O,O,O,X,O,X,X
JSTLZOI,O,O,X,O,O,O,X,O,X,X
JSTLOIZ,O,O,O,O,O,O,X,O,X,X
JSTLOZI,O,O,X,O,O,O,X,O,X,X
JSTZILO,O,O,X,O,O,X,X,O,X,O
JSTZIOL,O,O,X,O,X,O,X,O,X,O
JSTZLIO,O,O,X,O,O,X,X,O,X,O
JSTZLOI,O,O,X,O,O,X,X,O,X,X
JSTZOIL,O,O,X,O,O,O,X,O,X,O
JSTZOLI,O,O,X,O,O,O,X,O,X,X
JSTOILZ,O,X,O,X,O,O,X,O,X,X
JSTOIZL,X,X,O,X,O,O,X,O,X,X
JSTOLIZ,O,O,O,O,O,O,X,O,X,X
JSTOLZI,O,O,X,O,O,O,X,O,X,X
JSTOZIL,O,X,X,O,O,O,X,O,X,X
JSTOZLI,O,X,X,O,O,O,X,O,X,X
JSITLZO,O,X,O,X,O,X,X,O,X,O
JSITLOZ,O,X,O,X,O,O,X,O,X,X
JSITZLO,O,X,O,X,O,X,X,O,X,O
JSITZOL,O,X,O,X,X,O,X,O,X,O
JSITOLZ,O,X,O,X,X,O,X,O,X,X
JSITOZL,X,X,O,X,X,O,X,O,X,X
JSILTZO,O,X,O,X,O,O,X,O,X,O
JSILTOZ,O,X,O,X,O,O,X,O,X,X
JSILZTO,O,X,O,O,X,O,X,X,X,O
JSILZOT,O,X,X,O,X,O,X,X,X,O
JSILOTZ,O,X,O,X,X,X,X,X,X,X
JSILOZT,O,X,X,O,X,X,X,X,X,X
JSIZTLO,O,X,O,O,O,X,O,X,X,O
JSIZTOL,O,X,O,X,X,X,O,X,X,O
JSIZLTO,O,X,O,O,O,X,X,X,X,O
JSIZLOT,O,X,X,O,O,X,X,X,X,O
JSIZOTL,O,X,X,X,X,X,X,X,X,O
JSIZOLT,O,X,X,O,X,X,X,X,X,O
JSIOTLZ,O,X,O,X,X,O,X,X,X,X
JSIOTZL,X,X,O,X,X,O,X,X,X,X
JSIOLTZ,O,X,O,X,X,O,X,X,X,X
JSIOLZT,O,X,X,X,X,O,X,X,X,X
JSIOZTL,O,X,X,X,X,O,X,X,X,X
JSIOZLT,O,X,X,X,X,O,X,X,X,X
JSLTIZO,O,O,O,O,O,O,X,O,X,X
JSLTIOZ,O,O,O,O,O,O,X,O,X,X
JSLTZIO,O,O,X,O,O,O,X,O,X,X
JSLTZOI,O,O,X,O,O,O,X,O,X,X
JSLTOIZ,O,O,O,O,O,O,X,O,X,X
JSLTOZI,O,O,X,O,O,O,X,O,X,X
JSLITZO,O,O,O,X,O,O,X,O,X,X
JSLITOZ,O,O,O,X,O,O,X,O,X,X
JSLIZTO,O,O,O,O,X,O,X,X,X,X
JSLIZOT,O,O,X,O,X,O,X,X,X,X
JSLIOTZ,O,O,O,X,X,X,X,X,X,X
JSLIOZT,O,O,X,O,X,X,X,X,X,X
JSLZTIO,O,O,X,O,X,O,X,X,X,X
JSLZTOI,O,O,X,O,X,O,X,X,X,X
JSLZITO,O,O,X,O,X,O,X,X,X,X
JSLZIOT,O,O,X,O,X,O,X,X,X,X
JSLZOTI,O,O,X,O,X,O,X,X,X,X
JSLZOIT,O,O,X,O,X,O,X,X,X,X
JSLOTIZ,O,O,X,O,O,O,X,O,X,X
JSLOTZI,O,O,X,O,O,O,X,O,X,X
JSLOITZ,O,O,X,X,O,O,X,X,X,X
JSLOIZT,O,O,X,O,X,O,X,X,X,X
JSLOZTI,O,O,X,O,X,O,X,X,X,X
JSLOZIT,O,O,X,O,X,O,X,X,X,X
JSZTILO,O,O,X,O,O,X,O,X,X,O
JSZTIOL,O,O,X,O,X,O,O,X,X,O
JSZTLIO,O,O,X,O,O,X,X,X,X,O
JSZTLOI,O,O,X,O,O,X,X,X,X,X
JSZTOIL,O,O,X,O,O,O,O,X,X,O
JSZTOLI,O,O,X,O,O,O,X,X,X,X
JSZITLO,O,O,X,O,O,X,O,X,X,O
JSZITOL,O,O,X,O,X,X,O,X,X,O
JSZILTO,O,O,X,O,O,X,X,X,X,O
JSZILOT,O,O,X,O,O,X,X,X,X,O
JSZIOTL,O,O,X,X,X,X,X,X,X,O
JSZIOLT,O,O,X,O,X,X,X,X,X,O
JSZLTIO,O,O,X,O,O,O,X,X,X,O
JSZLTOI,O,O,X,O,O,O,X,X,X,X
JSZLITO,O,O,X,O,O,O,X,X,X,O
JSZLIOT,O,O,X,O,O,O,X,X,X,O
JSZLOTI,O,O,X,O,O,O,X,X,X,X
JSZLOIT,O,O,X,O,O,O,X,X,X,X
JSZOTIL,O,O,X,X,O,O,X,X,X,O
JSZOTLI,O,O,X,X,O,O,X,X,X,X
JSZOITL,O,O,X,X,O,O,X,X,X,O
JSZOILT,O,O,X,O,O,O,X,X,X,O
JSZOLTI,O,O,X,O,O,O,X,X,X,X
JSZOLIT,O,O,X,O,O,O,X,X,X,X
JSOTILZ,O,X,X,X,O,O,X,O,X,X
JSOTIZL,X,X,X,X,O,O,X,O,X,X
JSOTLIZ,O,O,X,X,O,O,X,O,X,X
JSOTLZI,O,O,X,X,O,O,X,O,X,X
JSOTZIL,O,X,X,X,O,O,X,O,X,X
JSOTZLI,O,X,X,X,O,O,X,O,X,X
JSOITLZ,O,X,X,X,O,O,X,X,X,X
JSOITZL,X,X,X,X,O,O,X,X,X,X
JSOILTZ,O,X,X,X,O,O,X,X,X,X
JSOILZT,O,X,X,X,X,O,X,X,X,X
JSOIZTL,O,X,X,X,O,O,X,X,X,X
JSOIZLT,O,X,X,X,O,O,X,X,X,X
JSOLTIZ,O,O,X,X,O,O,X,O,X,X
JSOLTZI,O,O,X,O,O,O,X,O,X,X
JSOLITZ,O,O,X,X,O,O,X,X,X,X
JSOLIZT,O,O,X,O,X,O,X,X,X,X
JSOLZTI,O,O,X,O,X,O,X,X,X,X
JSOLZIT,O,O,X,O,X,O,X,X,X,X
JSOZTIL,O,O,X,X,O,O,X,X,X,X
JSOZTLI,O,O,X,X,O,O,X,X,X,X
JSOZITL,O,O,X,X,O,O,X,X,X,X
JSOZILT,O,O,X,O,O,O,X,X,X,X
JSOZLTI,O,O,X,O,O,O,X,X,X,X
JSOZLIT,O,O,X,O,O,O,X,X,X,X
JZTILSO,O,O,X,X,X,X,O,O,O,O
JZTILOS,O,O,X,X,X,X,O,O,O,O
JZTISLO,O,O,X,X,X,X,O,O,O,O
JZTISOL,O,O,X,X,X,X,O,O,O,O
JZTIOLS,O,O,X,X,X,X,O,O,O,O
JZTIOSL,O,X,X,X,X,X,O,X,O,O
JZTLISO,O,O,X,X,O,X,O,O,O,O
JZTLIOS,O,O,X,X,O,X,O,O,O,O
JZTLSIO,O,O,X,X,O,X,X,O,O,O
JZTLSOI,O,O,X,X,O,X,X,O,X,X
JZTLOIS,O,O,X,X,O,X,O,O,X,X
JZTLOSI,O,O,X,X,O,X,X,O,X,X
JZTSILO,O,O,X,X,X,X,O,O,O,O
JZTSIOL,O,O,X,X,X,X,O,O,O,O
JZTSLIO,O,O,X,X,X,X,X,O,O,O
JZTSLOI,O,O,X,X,X,X,X,O,X,X
JZTSOIL,O,O,X,X,X,X,O,O,X,O
JZTSOLI,O,O,X,X,X,X,X,O,X,X
JZTOILS,O,O,X,X,X,X,O,O,X,O
JZTOISL,O,X,X,X,X,X,O,X,X,O
JZTOLIS,O,O,X,X,O,X,O,O,X,X
JZTOLSI,O,O,X,X,O,X,X,O,X,X
JZTOSIL,O,X,X,X,X,X,O,X,X,O
JZTOSLI,O,X,X,X,X,X,X,X,X,X
JZITLSO,O,O,X,X,X,X,O,O,O,O
JZITLOS,O,O,X,X,X,X,O,O,O,O
JZITSLO,O,O,X,X,X,X,O,O,O,O
JZITSOL,O,O,X,X,X,X,O,O,O,O
JZITOLS,O,O,X,X,X,X,O,O,O,O
JZITOSL,O,X,X,X,X,X,O,X,O,O
JZILTSO,O,O,X,X,X,X,O,O,O,O
JZILTOS,O,O,X,X,X,X,O,O,O,O
JZILSTO,O,O,X,X,X,X,X,X,O,O
JZILSOT,O,O,X,X,X,X,X,X,X,O
JZILOTS,O,O,X,X,X,X,X,X,X,O
JZILOST,O,O,X,X,X,X,X,X,X,O
JZISTLO,O,O,X,X,X,X,O,X,O,O
JZISTOL,O,O,X,X,X,X,O,X,O,O
JZISLTO,O,O,X,X,X,X,X,X,O,O
JZISLOT,O,O,X,X,X,X,X,X,X,O
JZISOTL,O,O,X,X,X,X,X,X,O,O
JZISOLT,O,O,X,X,X,X,X,X,X,O
JZIOTLS,O,O,X,X,X,X,O,X,O,O
JZIOTSL,O,X,X,X,X,X,O,X,O,O
JZIOLTS,O,O,X,X,X,X,X,X,X,O
JZIOLST,O,O,X,X,X,X,X,X,X,O
JZIOSTL,O,X,X,X,X,X,X,X,O,O
JZIOSLT,O,X,X,X,X,X,X,X,X,O
JZLTISO,O,O,X,X,O,O,O,O,X,O
JZLTIOS,O,O,X,X,O,O,O,O,X,O
JZLTSIO,O,O,X,X,O,O,X,O,X,O
JZLTSOI,O,O,X,X,O,O,X,O,X,X
JZLTOIS,O,O,X,X,O,O,O,O,X,X
JZLTOSI,O,O,X,X,O,X,X,O,X,X
JZLITSO,O,O,X,X,O,O,O,O,X,O
JZLITOS,O,O,X,X,O,O,O,O,X,O
JZLISTO,O,O,X,X,O,O,X,X,X,O
JZLISOT,O,O,X,X,O,O,X,X,X,O
JZLIOTS,O,O,X,X,O,O,X,X,X,O
JZLIOST,O,O,X,X,O,O,X,X,X,O
JZLSTIO,O,O,X,O,O,O,X,X,X,O
JZLSTOI,O,O,X,O,O,O,X,X,X,X
JZLSITO,O,O,X,O,O,O,X,X,X,O
JZLSIOT,O,O,X,O,O,O,X,X,X,O
JZLSOTI,O,O,X,O,O,O,X,X,X,X
JZLSOIT,O,O,X,O,O,O,X,X,X,X
JZLOTIS,O,O,X,X,O,O,X,X,X,X
JZLOTSI,O,O,X,X,O,X,X,X,X,X
JZLOITS,O,O,X,X,O,O,X,X,X,X
JZLOIST,O,O,X,X,O,O,X,X,X,X
JZLOSTI,O,O,X,O,O,O,X,X,X,X
JZLOSIT,O,O,X,O,O,O,X,X,X,X
JZSTILO,O,O,X,O,O,X,O,X,O,O
JZSTIOL,O,O,X,X,X,O,O,X,O,O
JZSTLIO,O,O,X,O,O,X,X,X,O,O
JZSTLOI,O,O,X,O,O,X,X,X,X,X
JZSTOIL,O,O,X,X,O,O,O,X,X,O
JZSTOLI,O,O,X,X,O,O,X,X,X,X
JZSITLO,O,O,X,O,O,X,O,X,O,O
JZSITOL,O,O,X,X,X,X,O,X,O,O
JZSILTO,O,O,X,O,O,X,X,X,O,O
JZSILOT,O,O,X,O,O,X,X,X,X,O
JZSIOTL,O,O,X,X,X,X,X,X,O,O
JZSIOLT,O,O,X,O,X,X,X,X,X,O
JZSLTIO,O,O,X,O,O,O,X,X,X,O
JZSLTOI,O,O,X,O,O,O,X,X,X,X
JZSLITO,O,O,X,O,O,O,X,X,X,O
JZSLIOT,O,O,X,O,O,O,X,X,X,O
JZSLOTI,O,O,X,O,O,O,X,X,X,X
JZSLOIT,O,O,X,O,O,O,X,X,X,X
JZSOTIL,O,O,X,X,O,O,X,X,X,O
JZSOTLI,O,O,X,X,O,O,X,X,X,X
JZSOITL,O,O,X,X,O,O,X,X,X,O
JZSOILT,O,O,X,O,O,O,X,X,X,O
JZSOLTI,O,O,X,O,O,O,X,X,X,X
JZSOLIT,O,O,X,O,O,O,X,X,X,X
JZOTILS,O,O,X,X,X,O,O,X,X,O
JZOTISL,O,X,X,X,X,O,O,X,X,O
JZOTLIS,O,O,X,X,O,O,O,X,X,X
JZOTLSI,O,O,X,X,O,O,X,X,X,X
JZOTSIL,O,X,X,X,X,O,O,X,X,O
JZOTSLI,O,X,X,X,X,O,X,X,X,X
JZOITLS,O,O,X,X,X,O,O,X,X,O
JZOITSL,O,X,X,X,X,O,O,X,X,O
JZOILTS,O,O,X,X,O,O,X,X,X,O
JZOILST,O,O,X,X,O,O,X,X,X,O
JZOISTL,O,X,X,X,O,O,X,X,X,O
JZOISLT,O,X,X,X,O,O,X,X,X,O
JZOLTIS,O,O,X,X,O,O,X,X,X,X
JZOLTSI,O,O,X,X,O,O,X,X,X,X
JZOLITS,O,O,X,X,O,O,X,X,X,X
JZOLIST,O,O,X,X,O,O,X,X,X,X
JZOLSTI,O,O,X,X,O,O,X,X,X,X
JZOLSIT,O,O,X,X,O,O,X,X,X,X
JZOSTIL,O,X,X,X,O,O,X,X,X,O
JZOSTLI,O,X,X,X,O,O,X,X,X,X
JZOSITL,O,X,X,X,O,O,X,X,X,O
JZOSILT,O,X,X,X,O,O,X,X,X,O
JZOSLTI,O,X,X,X,O,O,X,X,X,X
JZOSLIT,O,X,X,X,O,O,X,X,X,X
JOTILSZ,X,X,X,X,X,X,X,O,X,X
JOTILZS,X,X,X,X,X,X,X,O,X,O
JOTISLZ,X,X,X,X,X,X,X,O,X,X
JOTISZL,X,X,X,X,X,X,X,O,X,X
JOTIZLS,X,X,X,X,X,X,X,O,X,O
JOTIZSL,X,X,X,X,X,X,X,X,X,O
JOTLISZ,O,X,X,X,O,O,X,O,X,X
JOTLIZS,O,X,X,X,X,O,X,O,X,X
JOTLSIZ,O,X,X,X,O,O,X,O,X,X
JOTLSZI,O,X,X,X,O,O,X,O,X,X
JOTLZIS,O,X,X,X,X,O,X,O,X,X
JOTLZSI,O,X,X,X,O,O,X,O,X,X
JOTSILZ,O,X,X,X,X,O,X,O,X,X
JOTSIZL,X,X,X,X,X,O,X,O,X,X
JOTSLIZ,O,X,X,X,X,O,X,O,X,X
JOTSLZI,O,X,X,X,X,O,X,O,X,X
JOTSZIL,O,X,X,X,X,O,X,O,X,X
JOTSZLI,O,X,X,X,X,O,X,O,X,X
JOTZILS,O,X,X,X,X,O,X,O,X,O
JOTZISL,O,X,X,X,X,O,X,X,X,O
JOTZLIS,O,X,X,X,O,O,X,O,X,X
JOTZLSI,X,X,X,X,O,O,X,O,X,X
JOTZSIL,O,X,X,X,X,O,X,X,X,O
JOTZSLI,O,X,X,X,X,O,X,X,X,X
JOITLSZ,X,X,X,X,X,X,X,O,X,X
JOITLZS,X,X,X,X,X,X,X,O,X,O
JOITSLZ,X,X,X,X,X,X,X,O,X,X
JOITSZL,X,X,X,X,X,X,X,O,X,X
JOITZLS,X,X,X,X,X,X,X,O,X,O
JOITZSL,X,X,X,X,X,X,X,X,X,O
JOILTSZ,X,X,X,X,X,O,X,O,X,X
JOILTZS,X,X,X,X,X,O,X,O,X,O
JOILSTZ,X,X,X,X,O,O,X,X,X,X
JOILSZT,X,X,X,X,X,O,X,X,X,X
JOILZTS,X,X,X,X,X,O,X,X,X,O
JOILZST,X,X,X,X,X,O,X,X,X,O
JOISTLZ,X,X,X,X,O,O,X,X,X,X
JOISTZL,X,X,X,X,O,O,X,X,X,X
JOISLTZ,X,X,X,X,O,O,X,X,X,X
JOISLZT,X,X,X,X,X,O,X,X,X,X
JOISZTL,X,X,X,X,O,O,X,X,X,X
JOISZLT,X,X,X,X,O,O,X,X,X,X
JOIZTLS,X,X,X,X,X,O,O,X,X,O
JOIZTSL,X,X,X,X,X,O,O,X,X,O
JOIZLTS,X,X,X,X,O,O,X,X,X,O
JOIZLST,X,X,X,X,O,O,X,X,X,O
JOIZSTL,X,X,X,X,O,O,X,X,X,O
JOIZSLT,X,X,X,X,O,O,X,X,X,O
JOLTISZ,X,X,X,X,O,O,X,O,X,X
JOLTIZS,X,X,X,X,X,O,X,O,X,X
JOLTSIZ,X,X,X,X,O,O,X,O,X,X
JOLTSZI,X,X,X,O,O,O,X,O,X,X
JOLTZIS,X,X,X,X,X,O,X,O,X,X
JOLTZSI,X,X,X,X,O,O,X,O,X,X
JOLITSZ,X,X,X,X,X,O,X,O,X,X
JOLITZS,X,X,X,X,X,O,X,O,X,X
JOLISTZ,O,X,X,X,O,O,X,X,X,X
JOLISZT,O,X,X,O,X,O,X,X,X,X
JOLIZTS,O,X,X,X,X,O,X,X,X,X
JOLIZST,O,X,X,X,X,O,X,X,X,X
JOLSTIZ,O,X,X,X,O,O,X,X,X,X
JOLSTZI,O,X,X,O,O,O,X,X,X,X
JOLSITZ,O,X,X,X,O,O,X,X,X,X
JOLSIZT,O,X,X,O,X,O,X,X,X,X
JOLSZTI,O,X,X,O,X,O,X,X,X,X
JOLSZIT,O,X,X,O,X,O,X,X,X,X
JOLZTIS,O,X,X,X,X,O,X,X,X,X
JOLZTSI,O,X,X,X,X,O,X,X,X,X
JOLZITS,O,X,X,X,X,O,X,X,X,X
JOLZIST,O,X,X,X,X,O,X,X,X,X
JOLZSTI,O,X,X,O,X,O,X,X,X,X
JOLZSIT,O,X,X,O,X,O,X,X,X,X
JOSTILZ,O,X,X,X,O,O,X,X,X,X
JOSTIZL,X,X,X,X,O,O,X,X,X,X
JOSTLIZ,O,X,X,X,O,O,X,X,X,X
JOSTLZI,O,X,X,X,O,O,X,X,X,X
JOSTZIL,O,X,X,X,O,O,X,X,X,X
JOSTZLI,O,X,X,X,O,O,X,X,X,X
JOSITLZ,O,X,X,X,O,O,X,X,X,X
JOSITZL,X,X,X,X,O,O,X,X,X,X
JOSILTZ,O,X,X,X,O,O,X,X,X,X
JOSILZT,O,X,X,X,X,O,X,X,X,X
JOSIZTL,O,X,X,X,O,O,X,X,X,X
JOSIZLT,O,X,X,X,O,O,X,X,X,X
JOSLTIZ,O,X,X,X,O,O,X,X,X,X
JOSLTZI,O,X,X,O,O,O,X,X,X,X
JOSLITZ,O,X,X,X,O,O,X,X,X,X
JOSLIZT,O,X,X,O,X,O,X,X,X,X
JOSLZTI,O,X,X,O,X,O,X,X,X,X
JOSLZIT,O,X,X,O,X,O,X,X,X,X
JOSZTIL,O,X,X,X,O,O,X,X,X,X
JOSZTLI,O,X,X,X,O,O,X,X,X,X
JOSZITL,O,X,X,X,O,O,X,X,X,X
JOSZILT,O,X,X,O,O,O,X,X,X,X
JOSZLTI,O,X,X,O,O,O,X,X,X,X
JOSZLIT,O,X,X,O,O,O,X,X,X,X
JOZTILS,O,X,X,X,X,O,O,X,X,O
JOZTISL,O,X,X,X,X,O,O,X,X,O
JOZTLIS,O,X,X,X,O,O,O,X,X,X
JOZTLSI,O,X,X,X,O,O,X,X,X,X
JOZTSIL,O,X,X,X,X,O,O,X,X,O
JOZTSLI,O,X,X,X,X,O,X,X,X,X
JOZITLS,O,X,X,X,X,O,O,X,X,O
JOZITSL,O,X,X,X,X,O,O,X,X,O
JOZILTS,O,X,X,X,O,O,X,X,X,O
JOZILST,O,X,X,X,O,O,X,X,X,O
