sequence,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeZ/IvhFufB3bBTeBy?lB0iBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeZ/IvhFCbBehBTeBX?gB0iBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8Jei6IvhFzbBckB2lBx?iBXjBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeZ/IvhFWgBTeBylB0?iBfqBlqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8Jei7IvhFOkBzgBxiB0?fBXjBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8Jex6IvhFygBTeBOkB0?iBfqBlqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeT6IvhFmbB0gBxiBX?jBikBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeT6IvhFlbBykB8lBx?iBXjBmpB,v115@4gC8GeA8IeB8BeA8DeH8AeG8Jei7IvhF0fBzgBxiBO?kBXjBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeT+IvhFRgB0iBlkB3?lBOkBiqB
LSZOTIJ,O,X,X,O,X,O,X,X,X,O
LSZOTJI,O,X,X,O,X,O,X,X,X,O
LSZOITJ,O,X,X,O,X,X,X,X,X,X
LSZOIJT,O,X,X,O,X,X,O,X,X,X
LSZOJTI,O,X,X,O,X,O,X,X,X,X
LSZOJIT,O,X,X,O,X,X,O,X,X,X
LSOTIJZ,O,X,X,X,X,O,X,X,X,X
LSOTIZJ,O,X,X,X,X,O,X,X,X,X
LSOTJIZ,O,X,X,X,X,O,X,X,X,X
LSOTJZI,O,X,X,X,X,O,X,X,X,X
LSOTZIJ,O,X,X,X,X,O,X,X,X,X
LSOTZJI,O,X,X,X,X,O,X,X,X,X
LSOITJZ,O,X,X,X,X,X,X,X,X,X
LSOITZJ,O,X,X,X,X,X,X,X,X,X
LSOIJTZ,O,X,X,X,X,X,X,X,X,X
LSOIJZT,O,X,X,O,X,X,X,X,X,X
LSOIZTJ,O,X,X,O,X,X,X,X,X,X
LSOIZJT,O,X,X,O,X,X,O,X,X,X
LSOJTIZ,O,X,X,X,X,O,X,X,X,X
LSOJTZI,O,X,X,X,X,O,X,X,X,X
LSOJITZ,O,X,X,X,X,X,X,X,X,X
LSOJIZT,O,X,X,O,X,X,X,X,X,X
LSOJZTI,O,X,X,O,X,X,X,X,X,X
LSOJZIT,O,X,X,O,X,X,X,X,X,X
LSOZTIJ,O,X,X,O,X,X,X,X,X,X
LSOZTJI,O,X,X,O,X,X,X,X,X,X
LSOZITJ,O,X,X,O,X,X,X,X,X,X
LSOZIJT,O,X,X,O,X,X,O,X,X,X
LSOZJTI,O,X,X,O,X,X,X,X,X,X
LSOZJIT,O,X,X,O,X,X,O,X,X,X
LZTIJSO,O,O,O,X,X,X,O,O,X,X
LZTIJOS,O,O,O,X,X,X,O,O,X,X
LZTISJO,O,X,O,X,X,X,O,X,X,X
LZTISOJ,O,X,X,X,X,X,O,X,X,X
LZTIOJS,O,O,O,X,X,X,O,X,X,X
LZTIOSJ,O,X,X,X,X,X,O,X,X,X
LZTJISO,O,O,O,X,X,X,O,O,X,X
LZTJIOS,O,O,O,X,X,X,O,O,X,X
LZTJSIO,O,O,O,X,X,X,O,O,X,X
LZTJSOI,O,O,O,X,X,X,O,O,X,X
LZTJOIS,O,O,O,X,X,X,O,O,X,X
LZTJOSI,O,O,O,X,X,X,O,O,X,X
LZTSIJO,O,X,O,X,X,X,O,X,X,O
LZTSIOJ,O,X,X,X,X,X,O,X,X,O
LZTSJIO,O,X,O,X,X,X,O,X,X,O
LZTSJOI,O,X,O,X,X,X,O,X,X,O
LZTSOIJ,O,X,X,X,X,X,O,X,X,O
LZTSOJI,O,X,X,X,X,X,O,X,X,O
LZTOIJS,O,O,O,X,X,X,O,X,X,X
LZTOISJ,O,X,X,X,X,X,O,X,X,X
LZTOJIS,O,O,O,X,X,X,O,X,X,X
LZTOJSI,O,O,O,X,X,X,O,X,X,X
LZTOSIJ,O,X,X,X,X,X,O,X,X,O
LZTOSJI,O,X,X,X,X,X,O,X,X,O
LZITJSO,O,O,O,X,X,X,O,O,X,X
LZITJOS,O,O,O,X,X,X,O,O,X,X
LZITSJO,O,X,O,X,X,X,O,X,X,X
LZITSOJ,O,X,X,X,X,X,O,X,X,X
LZITOJS,O,O,O,X,X,X,O,X,X,X
LZITOSJ,O,X,X,X,X,X,O,X,X,X
LZIJTSO,X,O,O,X,X,X,O,O,X,X
LZIJTOS,X,O,O,X,X,X,O,O,X,X
LZIJSTO,O,O,X,X,X,X,X,O,X,X
LZIJSOT,O,O,O,X,X,X,O,O,X,X
LZIJOTS,X,O,O,X,X,X,O,O,X,X
LZIJOST,O,O,O,X,X,X,O,O,X,X
LZISTJO,O,X,O,O,X,X,X,X,X,X
LZISTOJ,O,X,X,O,X,X,X,X,X,X
LZISJTO,O,X,X,O,X,X,X,X,X,X
LZISJOT,O,X,O,O,X,X,O,X,X,X
LZISOTJ,O,X,X,O,X,X,X,X,X,X
LZISOJT,O,X,X,O,X,X,O,X,X,X
LZIOTJS,O,O,O,X,X,X,O,X,X,X
LZIOTSJ,O,X,X,X,X,X,X,X,X,X
LZIOJTS,X,O,O,X,X,X,O,X,X,X
LZIOJST,O,O,O,X,X,X,O,X,X,X
LZIOSTJ,O,X,X,O,X,X,X,X,X,X
LZIOSJT,O,X,X,O,X,X,O,X,X,X
LZJTISO,O,O,O,X,X,X,O,O,X,X
LZJTIOS,O,O,O,X,X,X,O,O,X,X
LZJTSIO,O,O,O,X,X,X,O,O,X,X
LZJTSOI,O,O,O,X,X,X,O,O,X,X
LZJTOIS,O,O,O,X,X,X,O,O,X,X
LZJTOSI,O,O,O,X,X,X,O,O,X,X
LZJITSO,X,O,O,X,X,X,O,O,X,X
LZJITOS,X,O,O,X,X,X,O,O,X,X
LZJISTO,O,O,X,X,X,X,X,O,X,X
LZJISOT,O,O,O,X,X,X,O,O,X,X
LZJIOTS,X,O,O,X,X,X,O,O,X,X
LZJIOST,O,O,O,X,X,X,O,O,X,X
LZJSTIO,O,O,X,X,X,O,X,O,X,X
LZJSTOI,O,O,X,X,X,O,X,O,X,X
LZJSITO,O,O,X,X,X,X,X,O,X,X
LZJSIOT,O,O,O,X,X,X,O,O,X,X
LZJSOTI,O,O,X,X,X,O,X,O,X,X
LZJSOIT,O,O,O,X,X,X,O,O,X,X
LZJOTIS,O,O,O,X,X,X,O,O,X,X
LZJOTSI,O,O,X,X,X,X,X,O,X,X
LZJOITS,X,O,O,X,X,X,O,O,X,X
LZJOIST,O,O,O,X,X,X,O,O,X,X
LZJOSTI,O,O,X,X,X,O,X,O,X,X
LZJOSIT,O,O,O,X,X,X,O,O,X,X
LZSTIJO,O,X,O,O,X,O,X,X,X,O
LZSTIOJ,O,X,X,O,X,O,X,X,X,O
LZSTJIO,O,X,O,O,X,O,X,X,X,O
LZSTJOI,O,X,O,O,X,O,X,X,X,O
LZSTOIJ,O,X,X,O,X,O,X,X,X,O
LZSTOJI,O,X,X,O,X,O,X,X,X,O
LZSITJO,O,X,O,O,X,X,X,X,X,X
LZSITOJ,O,X,X,O,X,X,X,X,X,X
LZSIJTO,O,X,X,O,X,X,X,X,X,X
LZSIJOT,O,X,O,O,X,X,O,X,X,X
LZSIOTJ,O,X,X,O,X,X,X,X,X,X
LZSIOJT,O,X,X,O,X,X,O,X,X,X
LZSJTIO,O,X,X,O,X,O,X,X,X,X
LZSJTOI,O,X,X,O,X,O,X,X,X,X
LZSJITO,O,X,X,O,X,X,X,X,X,X
LZSJIOT,O,X,O,O,X,X,O,X,X,X
LZSJOTI,O,X,X,O,X,O,X,X,X,X
LZSJOIT,O,X,O,O,X,X,O,X,X,X
LZSOTIJ,O,X,X,O,X,O,X,X,X,O
LZSOTJI,O,X,X,O,X,O,X,X,X,O
LZSOITJ,O,X,X,O,X,X,X,X,X,X
LZSOIJT,O,X,X,O,X,X,O,X,X,X
LZSOJTI,O,X,X,O,X,O,X,X,X,X
LZSOJIT,O,X,X,O,X,X,O,X,X,X
LZOTIJS,O,O,O,X,X,X,O,X,X,X
LZOTISJ,O,X,X,X,X,X,X,X,X,X
LZOTJIS,O,O,O,X,X,X,O,X,X,X
LZOTJSI,O,O,O,X,X,X,X,X,X,X
LZOTSIJ,O,X,X,X,X,X,X,X,X,O
LZOTSJI,O,X,X,X,X,X,X,X,X,O
LZOITJS,O,O,O,X,X,X,O,X,X,X
LZOITSJ,O,X,X,X,X,X,X,X,X,X
LZOIJTS,X,O,O,X,X,X,O,X,X,X
LZOIJST,O,O,O,X,X,X,O,X,X,X
LZOISTJ,O,X,X,O,X,X,X,X,X,X
LZOISJT,O,X,X,O,X,X,O,X,X,X
LZOJTIS,O,O,O,X,X,X,O,X,X,X
LZOJTSI,O,O,X,X,X,X,X,X,X,X
LZOJITS,X,O,O,X,X,X,O,X,X,X
LZOJIST,O,O,O,X,X,X,O,X,X,X
LZOJSTI,O,O,X,X,X,O,X,X,X,X
LZOJSIT,O,O,O,X,X,X,O,X,X,X
LZOSTIJ,O,X,X,O,X,O,X,X,X,O
LZOSTJI,O,X,X,O,X,O,X,X,X,O
LZOSITJ,O,X,X,O,X,X,X,X,X,X
LZOSIJT,O,X,X,O,X,X,O,X,X,X
LZOSJTI,O,X,X,O,X,O,X,X,X,X
LZOSJIT,O,X,X,O,X,X,O,X,X,X
LOTIJSZ,O,O,X,X,O,X,X,X,X,X
LOTIJZS,O,X,X,X,O,X,X,X,O,X
LOTISJZ,O,X,X,X,O,X,X,X,X,X
LOTISZJ,O,X,X,X,X,X,X,X,O,X
LOTIZJS,O,X,X,X,O,X,O,X,O,X
LOTIZSJ,O,X,X,X,X,X,X,X,O,X
LOTJISZ,O,O,X,X,O,X,X,X,X,X
LOTJIZS,O,X,X,X,O,X,X,X,O,X
LOTJSIZ,O,O,X,X,O,X,X,X,X,X
LOTJSZI,O,O,X,X,X,X,X,X,X,X
LOTJZIS,O,X,X,X,O,X,X,X,O,X
LOTJZSI,O,X,X,X,X,X,X,X,X,X
LOTSIJZ,O,X,X,X,O,X,X,X,X,X
LOTSIZJ,O,X,X,X,X,X,X,X,O,X
LOTSJIZ,O,X,X,X,O,X,X,X,X,X
LOTSJZI,O,X,X,X,X,X,X,X,X,X
LOTSZIJ,O,X,X,X,X,X,X,X,O,X
LOTSZJI,O,X,X,X,X,X,X,X,X,X
LOTZIJS,O,X,X,X,O,X,O,X,O,X
LOTZISJ,O,X,X,X,X,X,X,X,O,X
LOTZJIS,O,X,X,X,O,X,O,X,O,X
LOTZJSI,O,X,X,X,X,X,X,X,X,X
LOTZSIJ,O,X,X,X,X,X,X,X,O,X
LOTZSJI,O,X,X,X,X,X,X,X,X,X
LOITJSZ,O,O,X,X,O,X,X,X,X,X
LOITJZS,O,X,X,X,O,X,X,X,O,X
LOITSJZ,O,X,X,X,O,X,X,X,X,X
LOITSZJ,O,X,X,X,X,X,X,X,O,X
LOITZJS,O,X,X,X,O,X,O,X,O,X
LOITZSJ,O,X,X,X,X,X,X,X,O,X
LOIJTSZ,X,O,X,X,O,X,X,X,X,X
LOIJTZS,X,X,X,X,O,X,X,X,O,X
LOIJSTZ,O,O,X,X,O,X,X,X,X,X
LOIJSZT,O,O,X,X,O,X,X,X,X,X
LOIJZTS,X,X,X,X,O,X,O,X,X,X
LOIJZST,X,X,X,X,O,X,O,X,X,X
LOISTJZ,O,X,X,X,O,X,X,X,X,X
LOISTZJ,O,X,X,X,X,X,X,X,O,X
LOISJTZ,O,X,X,X,O,X,X,X,X,X
LOISJZT,O,X,X,X,O,X,X,X,X,X
LOISZTJ,O,X,X,X,X,X,X,X,X,X
LOISZJT,O,X,X,X,X,X,O,X,X,X
LOIZTJS,X,X,X,X,O,X,O,X,O,X
LOIZTSJ,O,X,X,X,X,X,X,X,O,X
LOIZJTS,X,X,X,X,O,X,O,X,X,X
LOIZJST,O,X,X,X,O,X,O,X,X,X
LOIZSTJ,O,X,X,X,X,X,X,X,X,X
LOIZSJT,O,X,X,X,X,X,O,X,X,X
LOJTISZ,O,O,X,X,O,X,X,X,X,X
LOJTIZS,O,X,X,X,O,X,X,X,O,X
LOJTSIZ,O,O,X,X,O,X,X,X,X,X
LOJTSZI,O,O,X,X,X,X,X,X,X,X
LOJTZIS,O,X,X,X,O,X,X,X,O,X
LOJTZSI,O,X,X,X,X,X,X,X,X,X
LOJITSZ,X,O,X,X,O,X,X,X,X,X
LOJITZS,X,X,X,X,O,X,X,X,O,X
LOJISTZ,O,O,X,X,O,X,X,X,X,X
LOJISZT,O,O,X,X,O,X,X,X,X,X
LOJIZTS,X,X,X,X,O,X,O,X,X,X
LOJIZST,X,X,X,X,O,X,O,X,X,X
LOJSTIZ,O,O,X,X,X,O,X,X,X,X
LOJSTZI,O,X,X,X,X,O,X,X,X,X
LOJSITZ,O,O,X,X,O,X,X,X,X,X
LOJSIZT,O,O,X,X,O,X,X,X,X,X
LOJSZTI,X,X,X,X,X,X,X,X,X,X
LOJSZIT,O,O,X,X,X,X,X,X,X,X
LOJZTIS,X,X,X,X,X,X,O,X,X,X
LOJZTSI,X,X,X,X,X,X,X,X,X,X
LOJZITS,X,X,X,X,O,X,O,X,X,X
LOJZIST,X,X,X,X,O,X,O,X,X,X
LOJZSTI,X,X,X,X,X,X,X,X,X,X
LOJZSIT,X,X,X,X,X,X,O,X,X,X
LOSTIJZ,O,X,X,X,O,O,X,X,X,X
LOSTIZJ,O,X,X,X,X,O,X,X,O,X
LOSTJIZ,O,X,X,X,O,O,X,X,X,X
LOSTJZI,O,X,X,X,X,O,X,X,X,X
LOSTZIJ,O,X,X,X,X,O,X,X,O,X
LOSTZJI,O,X,X,X,X,O,X,X,X,X
LOSITJZ,O,X,X,X,O,X,X,X,X,X
LOSITZJ,O,X,X,X,X,X,X,X,O,X
LOSIJTZ,O,X,X,X,O,X,X,X,X,X
LOSIJZT,O,X,X,X,O,X,X,X,X,X
LOSIZTJ,O,X,X,X,X,X,X,X,X,X
LOSIZJT,O,X,X,X,X,X,O,X,X,X
LOSJTIZ,O,X,X,X,X,O,X,X,X,X
LOSJTZI,O,X,X,X,X,O,X,X,X,X
LOSJITZ,O,X,X,X,O,X,X,X,X,X
LOSJIZT,O,X,X,X,O,X,X,X,X,X
LOSJZTI,O,X,X,X,X,X,X,X,X,X
LOSJZIT,O,X,X,X,X,X,X,X,X,X
LOSZTIJ,O,X,X,X,X,X,X,X,X,X
LOSZTJI,O,X,X,X,X,X,X,X,X,X
LOSZITJ,O,X,X,X,X,X,X,X,X,X
LOSZIJT,O,X,X,X,X,X,O,X,X,X
LOSZJTI,O,X,X,X,X,X,X,X,X,X
LOSZJIT,O,X,X,X,X,X,O,X,X,X
LOZTIJS,O,X,X,X,O,X,O,X,O,X
LOZTISJ,O,X,X,X,X,X,X,X,O,X
LOZTJIS,O,X,X,X,O,X,O,X,O,X
LOZTJSI,O,X,X,X,X,X,X,X,X,X
LOZTSIJ,O,X,X,X,X,X,X,X,O,X
LOZTSJI,O,X,X,X,X,X,X,X,X,X
LOZITJS,O,X,X,X,O,X,O,X,O,X
LOZITSJ,O,X,X,X,X,X,X,X,O,X
LOZIJTS,X,X,X,X,O,X,O,X,X,X
LOZIJST,O,X,X,X,O,X,O,X,X,X
LOZISTJ,O,X,X,X,X,X,X,X,X,X
LOZISJT,O,X,X,X,X,X,O,X,X,X
LOZJTIS,O,X,X,X,X,X,O,X,X,X
LOZJTSI,O,X,X,X,X,X,X,X,X,X
LOZJITS,X,X,X,X,O,X,O,X,X,X
LOZJIST,O,X,X,X,O,X,O,X,X,X
LOZJSTI,O,X,X,X,X,X,X,X,X,X
LOZJSIT,O,X,X,X,X,X,O,X,X,X
LOZSTIJ,O,X,X,X,X,X,X,X,X,X
LOZSTJI,O,X,X,X,X,X,X,X,X,X
LOZSITJ,O,X,X,X,X,X,X,X,X,X
LOZSIJT,O,X,X,X,X,X,O,X,X,X
LOZSJTI,O,X,X,X,X,X,X,X,X,X
LOZSJIT,O,X,X,X,X,X,O,X,X,X
JTILSZO,O,O,X,X,X,X,X,X,X,X
JTILSOZ,O,O,X,X,X,X,X,X,X,X
JTILZSO,O,O,O,X,X,X,O,O,X,X
JTILZOS,O,O,O,X,X,X,O,O,X,X
JTILOSZ,O,O,X,X,O,X,X,X,X,X
JTILOZS,O,X,O,X,O,X,O,O,X,X
JTISLZO,O,O,X,X,X,X,X,X,X,X
JTISLOZ,O,O,X,X,X,X,X,X,X,X
JTISZLO,O,O,O,X,X,X,X,X,X,X
JTISZOL,O,O,O,X,X,X,X,X,X,X
JTISOLZ,O,O,X,X,O,X,X,X,X,X
JTISOZL,X,O,O,X,X,X,X,X,X,X
JTIZLSO,O,O,O,X,X,X,O,O,X,X
JTIZLOS,O,O,O,X,X,X,O,O,X,X
JTIZSLO,O,O,O,X,X,X,O,O,X,X
JTIZSOL,O,O,O,X,X,X,X,X,X,X
JTIZOLS,O,O,O,X,O,X,O,O,O,X
JTIZOSL,O,O,O,X,X,X,X,X,X,X
JTIOLSZ,O,O,X,X,O,X,X,X,X,X
JTIOLZS,O,X,O,X,O,X,X,X,O,X
JTIOSLZ,O,O,X,X,O,X,X,X,X,X
JTIOSZL,X,O,O,X,X,X,X,X,X,X
JTIOZLS,O,O,O,X,O,X,X,X,O,X
JTIOZSL,O,O,O,X,X,X,X,X,X,X
JTLISZO,O,O,X,X,X,X,X,X,X,X
JTLISOZ,O,O,X,X,X,X,X,X,X,X
JTLIZSO,O,O,O,X,X,X,O,O,X,X
JTLIZOS,O,O,O,X,X,X,O,O,X,X
JTLIOSZ,O,O,X,X,O,X,X,X,X,X
JTLIOZS,O,X,O,X,O,X,O,O,X,X
JTLSIZO,O,O,X,X,X,X,X,X,X,X
JTLSIOZ,O,O,X,X,X,X,X,X,X,X
JTLSZIO,O,O,X,X,X,X,X,X,X,X
JTLSZOI,O,O,X,X,X,X,X,X,X,X
JTLSOIZ,O,O,X,X,X,X,X,X,X,X
JTLSOZI,O,O,X,X,X,X,X,X,X,X
JTLZISO,O,O,O,X,X,X,O,O,X,X
JTLZIOS,O,O,O,X,X,X,O,O,X,X
JTLZSIO,O,O,O,X,X,X,O,O,X,X
JTLZSOI,O,O,O,X,X,X,O,O,X,X
JTLZOIS,O,O,O,X,X,X,O,O,X,X
JTLZOSI,O,O,O,X,X,X,O,O,X,X
JTLOISZ,O,O,X,X,O,X,X,X,X,X
JTLOIZS,O,X,O,X,O,X,O,O,X,X
JTLOSIZ,O,O,X,X,O,X,X,X,X,X
JTLOSZI,O,O,X,X,X,X,X,X,X,X
JTLOZIS,O,X,O,X,O,X,O,O,X,X
JTLOZSI,O,X,O,X,X,X,O,O,X,X
JTSILZO,O,O,X,X,X,O,X,X,X,X
JTSILOZ,O,O,X,X,X,O,X,X,X,X
JTSIZLO,O,O,O,X,X,O,X,X,X,O
JTSIZOL,O,O,O,X,X,O,X,X,X,O
JTSIOLZ,O,O,X,X,O,O,X,X,X,X
JTSIOZL,X,O,O,X,X,O,X,X,X,X
JTSLIZO,O,O,X,X,X,O,X,X,X,X
JTSLIOZ,O,O,X,X,X,O,X,X,X,X
JTSLZIO,O,O,X,X,X,O,X,X,X,X
JTSLZOI,O,O,X,X,X,O,X,X,X,X
JTSLOIZ,O,O,X,X,X,O,X,X,X,X
JTSLOZI,O,O,X,X,X,O,X,X,X,X
JTSZILO,O,O,O,X,X,O,X,X,X,O
JTSZIOL,O,O,O,X,X,O,X,X,X,O
JTSZLIO,O,O,O,X,X,O,X,X,X,O
JTSZLOI,O,O,O,X,X,O,X,X,X,O
JTSZOIL,O,O,O,X,X,O,X,X,X,O
JTSZOLI,O,O,O,X,X,O,X,X,X,O
JTSOILZ,O,O,X,X,O,O,X,X,X,X
JTSOIZL,X,O,O,X,X,O,X,X,X,X
JTSOLIZ,O,O,X,X,O,O,X,X,X,X
JTSOLZI,O,O,X,X,X,O,X,X,X,X
JTSOZIL,X,O,O,X,X,O,X,X,X,X
JTSOZLI,X,O,O,X,X,O,X,X,X,X
JTZILSO,O,O,O,X,X,X,O,O,X,X
JTZILOS,O,O,O,X,X,X,O,O,X,X
JTZISLO,O,O,O,X,X,X,O,O,X,X
JTZISOL,O,O,O,X,X,X,X,X,X,X
JTZIOLS,O,O,O,X,O,X,O,O,O,X
JTZIOSL,O,O,O,X,X,X,X,X,X,X
JTZLISO,O,O,O,X,X,X,O,O,X,X
JTZLIOS,O,O,O,X,X,X,O,O,X,X
JTZLSIO,O,O,O,X,X,X,O,O,X,X
JTZLSOI,O,O,O,X,X,X,O,O,X,X
JTZLOIS,O,O,O,X,X,X,O,O,X,X
JTZLOSI,O,O,O,X,X,X,O,O,X,X
JTZSILO,O,O,O,X,X,O,O,O,X,O
JTZSIOL,O,O,O,X,X,O,X,X,X,O
JTZSLIO,O,O,O,X,X,O,O,O,X,O
JTZSLOI,O,O,O,X,X,O,O,O,X,O
JTZSOIL,O,O,O,X,X,O,X,X,X,O
JTZSOLI,O,O,O,X,X,O,X,X,X,O
JTZOILS,O,O,O,X,O,X,O,O,O,X
JTZOISL,O,O,O,X,X,X,X,X,X,X
JTZOLIS,O,O,O,X,O,X,O,O,O,X
JTZOLSI,O,O,O,X,X,X,O,O,X,X
JTZOSIL,O,O,O,X,X,O,X,X,X,O
JTZOSLI,O,O,O,X,X,O,X,X,X,O
JTOILSZ,O,O,X,X,O,X,X,X,X,X
JTOILZS,O,X,O,X,O,X,X,X,O,X
JTOISLZ,O,O,X,X,O,X,X,X,X,X
JTOISZL,X,O,O,X,X,X,X,X,X,X
JTOIZLS,O,O,O,X,O,X,X,X,O,X
JTOIZSL,O,O,O,X,X,X,X,X,X,X
JTOLISZ,O,O,X,X,O,X,X,X,X,X
JTOLIZS,O,X,O,X,O,X,X,X,O,X
JTOLSIZ,O,O,X,X,O,X,X,X,X,X
JTOLSZI,O,O,X,X,X,X,X,X,X,X
JTOLZIS,O,X,O,X,O,X,X,X,O,X
JTOLZSI,O,X,O,X,X,X,X,X,X,X
JTOSILZ,O,O,X,X,O,O,X,X,X,X
JTOSIZL,X,O,O,X,X,O,X,X,X,X
JTOSLIZ,O,O,X,X,O,O,X,X,X,X
JTOSLZI,O,O,X,X,X,O,X,X,X,X
JTOSZIL,X,O,O,X,X,O,X,X,X,X
JTOSZLI,X,O,O,X,X,O,X,X,X,X
JTOZILS,O,O,O,X,O,X,X,X,O,X
JTOZISL,O,O,O,X,X,X,X,X,X,X
JTOZLIS,O,O,O,X,O,X,X,X,O,X
JTOZLSI,O,O,O,X,X,X,X,X,X,X
JTOZSIL,O,O,O,X,X,X,X,X,X,X
JTOZSLI,O,O,O,X,X,X,X,X,X,X
JITLSZO,O,O,X,X,X,X,X,X,X,X
JITLSOZ,O,O,X,X,X,X,X,X,X,X
JITLZSO,O,O,O,X,X,X,O,O,X,X
JITLZOS,O,O,O,X,X,X,O,O,X,X
JITLOSZ,O,O,X,X,O,X,X,X,X,X
JITLOZS,O,X,O,X,O,X,O,O,X,X
JITSLZO,O,O,X,X,X,X,X,X,X,X
JITSLOZ,O,O,X,X,X,X,X,X,X,X
JITSZLO,O,O,O,X,X,X,X,X,X,X
JITSZOL,O,O,O,X,X,X,X,X,X,X
JITSOLZ,O,O,X,X,O,X,X,X,X,X
JITSOZL,X,O,O,X,X,X,X,X,X,X
JITZLSO,O,O,O,X,X,X,O,O,X,X
JITZLOS,O,O,O,X,X,X,O,O,X,X
JITZSLO,O,O,O,X,X,X,O,O,X,X
JITZSOL,O,O,O,X,X,X,X,X,X,X
JITZOLS,O,O,O,X,O,X,O,O,O,X
JITZOSL,O,O,O,X,X,X,X,X,X,X
JITOLSZ,O,O,X,X,O,X,X,X,X,X
JITOLZS,O,X,O,X,O,X,X,X,O,X
JITOSLZ,O,O,X,X,O,X,X,X,X,X
JITOSZL,X,O,O,X,X,X,X,X,X,X
JITOZLS,O,O,O,X,O,X,X,X,O,X
JITOZSL,O,O,O,X,X,X,X,X,X,X
JILTSZO,X,O,X,X,X,X,X,X,X,X
JILTSOZ,X,O,X,X,X,X,X,X,X,X
JILTZSO,X,O,O,X,X,X,X,O,X,X
JILTZOS,X,O,O,X,X,X,X,O,X,X
JILTOSZ,X,O,X,X,O,X,X,X,X,X
JILTOZS,X,X,O,X,O,X,X,O,X,X
JILSTZO,O,O,X,X,X,X,X,X,X,X
JILSTOZ,O,O,X,X,X,X,X,X,X,X
JILSZTO,O,O,X,X,X,X,X,O,X,X
JILSZOT,O,O,X,X,X,X,X,O,X,X
JILSOTZ,O,O,X,X,X,X,X,X,X,X
JILSOZT,O,O,X,X,X,X,X,O,X,X
JILZTSO,X,O,X,X,X,X,X,O,X,X
JILZTOS,X,O,O,X,X,X,O,O,X,X
JILZSTO,O,O,X,X,X,X,X,O,X,X
JILZSOT,O,O,O,X,X,X,O,O,X,X
JILZOTS,X,O,O,X,X,X,O,O,X,X
JILZOST,O,O,O,X,X,X,O,O,X,X
JILOTSZ,X,O,X,X,O,X,X,X,X,X
JILOTZS,X,X,O,X,O,X,X,O,X,X
JILOSTZ,O,O,X,X,O,X,X,X,X,X
JILOSZT,O,O,X,X,O,X,X,O,X,X
JILOZTS,X,X,O,X,O,X,O,O,X,X
JILOZST,X,X,O,X,O,X,O,O,X,X
JISTLZO,X,O,X,O,X,O,X,X,X,X
JISTLOZ,X,O,X,X,X,O,X,X,X,X
JISTZLO,X,O,O,O,X,O,X,X,X,X
JISTZOL,X,O,O,O,X,O,X,X,X,X
JISTOLZ,X,O,X,X,O,O,X,X,X,X
JISTOZL,X,O,O,X,X,O,X,X,X,X
JISLTZO,X,O,X,O,X,X,X,X,X,X
JISLTOZ,X,O,X,X,X,X,X,X,X,X
JISLZTO,X,O,X,O,X,X,X,O,X,X
JISLZOT,X,O,X,O,X,X,X,O,X,X
JISLOTZ,X,O,X,X,X,X,X,X,X,X
JISLOZT,X,O,X,O,X,X,X,O,X,X
JISZTLO,X,O,X,O,X,O,X,O,X,X
JISZTOL,X,O,X,O,X,O,X,X,X,X
JISZLTO,X,O,X,O,X,X,X,O,X,X
JISZLOT,X,O,O,O,X,X,X,O,X,X
JISZOTL,X,O,X,O,X,O,X,X,X,X
JISZOLT,X,O,O,O,X,X,X,X,X,X
JISOTLZ,X,O,X,X,X,O,X,X,X,X
JISOTZL,X,O,O,X,X,O,X,X,X,X
JISOLTZ,X,O,X,X,O,X,X,X,X,X
JISOLZT,X,O,X,O,O,X,X,X,X,X
JISOZTL,X,O,X,O,X,X,X,X,X,X
JISOZLT,X,O,O,O,X,X,X,X,X,X
JIZTLSO,O,O,O,X,X,X,O,O,X,X
JIZTLOS,O,O,O,X,X,X,O,O,X,X
JIZTSLO,O,O,O,X,X,X,O,O,X,X
JIZTSOL,O,O,O,X,X,X,X,X,X,X
JIZTOLS,O,O,O,X,O,X,O,O,X,X
JIZTOSL,O,O,O,X,X,X,X,X,X,X
JIZLTSO,X,O,O,X,X,X,O,O,X,X
JIZLTOS,X,O,O,X,X,X,O,O,X,X
JIZLSTO,O,O,X,X,X,X,X,O,X,X
JIZLSOT,O,O,O,X,X,X,O,O,X,X
JIZLOTS,X,O,O,X,X,X,O,O,X,X
JIZLOST,O,O,O,X,X,X,O,O,X,X
JIZSTLO,X,O,X,O,X,O,O,O,X,X
JIZSTOL,X,O,X,O,X,O,X,X,X,X
JIZSLTO,X,O,X,O,X,X,X,O,X,X
JIZSLOT,X,O,O,O,X,X,O,O,X,X
JIZSOTL,X,O,X,O,X,O,X,X,X,X
JIZSOLT,X,O,O,O,X,X,X,X,X,X
JIZOTLS,O,O,O,X,X,X,O,O,X,X
JIZOTSL,O,O,O,X,X,X,X,X,X,X
